overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image
1.0,True,"03 22, 2015",A3KD0PJS9VRRTJ,B00K586O7K,Lone5942,"First game I've purchased in regards to the NHL and was disappointed. At first it was fun to play as your favorite team, but over time the flaws broke through.

Pros+
-realistic players
-physics
-hockey environment
-occasional exciting gameplay

Cons-
- hardly any updates from EA in regards to trades, roster updates, stat updates, and innovation to the game
-recycled commentary becomes annoying
-constant tweaking is required to make the gaming experience more realistic
-akward puck physics and player physics at times
- player hits are dull
-gets boring after a few games

If EA plans to keep an NHL franchise they will have to be committed to more updates and better innovation of a sports game that keeps players playing and brings forth new ideas on how to make the game more realistic. Save your money, unless you really want to play a hockey game then wait till its on sale.",Let down and disappointed.,1426982400,2,{'Format:': ' Video Game'},
1.0,False,"12 30, 2002",A2SIYZ4V2EUL56,B000066TS5,FARSWE,"If you're by any means a seroius gamer, this is definitely a big waste of your time. I'm not quite sure whether it's rated ""M"" or ""T"", but it's a silly game, based on characters from other games and the whole thing doesn't make much sense.",Not worth your time,1041206400,3,{'Format:': ' Video Game'},
1.0,False,"10 29, 2014",A2D9WPGNQLW4IG,B00KBZHSUY,Bastion Blare,"After WWE 2K14 came out I was impressed with the features it had. My thought was that the next game can only get better. I actually went as far to preorder the Xbox 360 version because I was excited about it. Needless to say, I'm regretting that decision. This year's game is nothing more than a stripped down carbon copy of last year's game. With an emphasis on the ""stripped down"".

Most of the features in this game are identical except for the things they removed. I love to create wrestlers in this game. All of my created wrestlers have created moves & I almost always use custom theme music. For whatever reason 2K decided to remove it. THAT SUCKS! The creative features is what I have loved about the WWE games. To make it even worse, they removed many of the entrance motions that they had in the previous game. WHAT IS WRONG WITH EVERYONE at 2K!!??

If you liked the nostalgic factor that WWE 2K14 had, you won't find it here. There are a few classic wrestlers like Ultimate Warrior, Stone Cold Steve Austin, & Sting is a DLC. However, you aren't going to find loads of classic wrestlers that they had in the last game.

I also am not crazy about the 2K Showcase. It only feature two rivalries. One of them is between John Cena & CM Punk & the other is between Shawn Michaels & Triple H. Why not expand beyond that to include other famous rivalries?

I think it is interesting that they included some of the NXT Roster, but the Got NXT mode is hardly enough to keep my interest. It's very similar to the 2K Showcase where it focuses on various NXT wrestlers.

Most of the features that they left in the game is very much like the previous game. If you really have to get this game, whatever you do, wait until the price drops. Don't make the same mistake I did. Don't pay full price for this game. It's not worth it. If 2K comes out with another WWE game next year, I'm going to be extremely cautious before buying it.",I want my money back!!!,1414540800,52,{'Format:': ' Video Game'},
1.0,True,"11 3, 2013",A1N0EVG4N1OPKA,B000Z9A95M,William Patrick,GAME DISC DEFECTIVE! This game freezes. It's NOT the Nintendo. It's definitely the game. All my other games play fine. I threw this away.,Defective game.,1383436800,,{'Platform:': ' Nintendo Wii'},
1.0,False,"02 14, 2001",APXIOOJXBEB3U,B00004YROX,Amazon Customer,"As far as I am concerned, this game is disappointingly boring and  just the same Playstation1 game all over again, where is the gameplay. If I may suggest: DON'T BUY THIS GAME Buy Ready 2 Rumble round 2, Its better and more realistic.",Is this ps2 or N64?,982108800,,,
1.0,False,"01 1, 2010",A5CWLQF6QO3CN,B0015HZLVK,Tso Haven Hei Wan,"Tales of Symphonia on the Cube was classic game that a lot of Cube owners hold close to their hearts. So when Bandai Namco announced the sequel, there were sounds of joy - that is until the game arrives in the store.

Bandai Namco, in a Square-Enix fashion, managed to shred good memories into pieces by changing the battle formula, the main characters, creating time wasting dungeon puzzles and ridiculously hard random enemies.

About the story, it is 2 years after the dawn of the new world after the party in the original game regenerated and reunited the two worlds. However, in good old RPG manner, there were disputes and discrimination in the new world (which they dealt with already with the Desians in the old game) that the world is far from being united. To even make things worst, the original hero Lloyd Irving seemed to have become the biggest villain in this game. When you were thinking ""What the?"" the game introduced the two most annoying main characters in Tales history - Emil and Marta. Emil basically sulk throughout the game and acted like an idiotic coward. Every time he opens his mouth, you just want to fast forward the cut scenes. As for Marta, although she was supposed to have a greater mission, all the things she said in the game seemed to just want to get laid with Emil. It is extremely frustrating when you need to listen to those conversation again and again after each battle without an option to switch of the dialogues at all. Seriously if Bandai Namco wants to pay homage to the original game, might as well just make a sequel with the same cast tell about their after stories. The two main characters are so unlikable that you just couldn't really be bothered to find out what happened to them.

Adding to that was a completely unrewarding battle and party system. The battle system stayed true but now the party only consists of the two main characters with a Pokemon style recruitment system. The thing is if they actually follow the Pokemon or even the Persona formula, it will be a great system. But then it didn't. Monsters fight with you in real time and evolve, but the AI and strategy controls are so limited you basically have no control over them. Unison attacks all look similar with limited variation so you don't really know whether it is a new move until you look at the name of that move. When monster evolved they reduced back to level 1 and lose their skills (which they can acquire later when they level up again). Now cooking became a means to evolve them and increase their stats but then if you already have leveled up monsters it might be best to stay put and just increase their stats instead of evolving them. So eventually it lost the whole purpose of recruiting new monsters because they all join you at level 1 and required substantial ""wait-in-line level up"" before you can deploy them into battles.

Dungeons in Tales of Symphonia are ingenious and yet challenging. In Dawn of the New World, they are just mere existence for extending gameplay without much value adding to the game. You are repeating all the block pushing and button pressing and that's all. So they make it a lot in each dungeon so you can enjoy listening to the same sound effects again and again for two to three hours. Not because they are difficult to solve but they are so large scale that you just need to run around doing similar things again and again. And to make this even more ""challenging"" they have random enemies that can kill all your party in two or three hits. In one of the dungeons, you need to pick up one of the key cards in one of the rooms, but then suddenly they have random enemies that can cause around 700 damage each hit at a point of the game that 3 hits you'll be dead. To make things worse, Bandai Namco took away the easy on the fly character switching system and replaced it with a complicated and user-unfriendly nun-chuck and Wiimote system that you need a PhD to master it freely. So while you are busily trying to heal and revive your characters, you lost control of all your characters instead.

Dawn of the New World has such potential to be a RPG that Wii owners who love the previous Cube game can embrace it whole-heartedly. But changes to the game just make it a very forgettable game that if you are fans of the old game should strictly stay away. Even the cameo appearance of the original cast won't be able to save it cause the game is overrun by level 99 annoying main characters, cheesy dialogue and exhaustive and uninteresting gameplay.","If you can't make a better sequel, don't!",1262304000,11,,
1.0,False,"05 15, 2004",A35FWQ5WVL8QVH,B00006DY1K,Chris,DO NOT BUY THIS!! IT DOESNT COME WITH A CAR ADAPTER AND YOU CANT PLAY IT ANYWHERE BUT NEXT TO A TV!!! YOU NEED 2 WIRES GOING INTO THE WALL AND ONE GOING INTO THE TV AND ANOTHER GOING FROM XBOX TO THE MONITOR!!!!THE GRAPHICS ARE SO BLURRY IN HALO YOU CANT SEE THE COVENANT!!!!!DO NOT BUY THIS $170 PIECE OF CRAP!!!!!!YOU NEED A TV FOR THIS TO WORK TO WHATS THE POINT OF BUYING IT???(...),do not buy,1084579200,19,,
1.0,True,"11 28, 2014",A1T8D2C2UOJQBY,B00NCA8OLW,Geekgirl80,"I would give 5 stars, but they sent me a broken one. Never had that problem before. So beware when buying skylanders. This ones arm broke off and It was still in the box.","I would give 5 stars, but they sent me ...",1417132800,,{'Style:': ' Torch'},
1.0,True,"01 28, 2016",A12FI2XBX3T1K1,B0002MQG36,Amazon Customer,WASTE OF MONEY DON'T BUY,One Star,1453939200,,"{'Edition:': "" Developer's Cut"", 'Platform:': ' PC'}",
1.0,True,"02 24, 2017",A1OKWV0U28VNV0,B0037LTTRO,Pulp Francis,Played for 5 or 6 minutes and it stopped working completely,One Star,1487894400,,"{'Edition:': ' Standard', 'Platform:': ' Xbox 360'}",
1.0,False,"03 2, 2008",A2GVVAO242EK1D,B000YSJRFC,J. W. Mullins,"Here lies another flash in the pan, extremely average video game based on a movie. Anyone who spends a bit of time playing video games knows to be extremely weary of a game based on a movie and released to cash in on the movie's advertising. Jumper is a very repetitive game that does nothing to prove there can be good games based on movies. If you bother with it at all, and I recommend that you don't, it is a rental game for sure. Even then you will be spending money on nothing so best to borrow it from someone you know foolish enough to have either purchased or rented it. This game is pretty much a pass.",here we go again,1204416000,7,{'Platform:': ' Xbox 360'},
1.0,True,"07 12, 2016",A8NLVLFDZZEK3,B00EJKHKPU,Joshua Williams,"The controller is very twitchy. It doesn't respond well. In particular, the joy stick does not work at all. I bought 3 of these, thinking it would be great to pull out and play with family and friends. None of them worked. It is worth it to bite the bullet and buy a real controller. This controller is a horribly made generic.",the joy stick does not work at all,1468281600,,{'Color:': ' Blue'},
1.0,True,"01 16, 2015",A344DUIAO4FT2Q,B00130AIQM,ricky,installed exactly and even bought a higher quality heat goo but it still didn't FIX the problem!,boo!,1421366400,,,
1.0,True,"03 15, 2011",A1AVANVFF4K9E0,B000SQ5LNM,RealHappens,"The old game Dungeon Lair with Dirk the Daring is far better than this poor excuse of a PS3 game. Don't waste your money unless you enjoy game play that only prompts you to do the PRESS X NOW kinda thing....note: even when you press the given button per the on screen prompt, there is no garantee that the game will act upon it.",Knee Jerk reactions needed,1300147200,,{'Platform:': ' PlayStation 3'},
1.0,True,"01 13, 2015",A3DIIMHV6RZJF2,B00FMZO180,Andrew Folsom,that ps4 headset sucks,One Star,1421107200,,,
1.0,True,"11 30, 2012",A33NBZVLTZPMA6,B0050SYS5A,Liquid Courage,"I mainly use my XBOX 360 for exercise and on 3 different games (EA Sports Active 2, UFC Ultimate Trainer and Nike+ Kinect) it didn't work properly.  I tried every trick outlined in hundreds of reviews to no avail.  It either cuts off the bottom of my body or it leaves me stuck in a crouching or squat position.  Maybe it works on conventional games but it's garbage for me.  I wish I could have my $10 back.","Great idea, poor execution",1354233600,,,
1.0,False,"12 11, 2013",A2LQCBLLJVVR5T,B00CRL9TU2,Timmiley,"Give me a break and do not buy this poor graphics program. It is way too much like 5 and driving the cars pisses me off. The physics are not correct or detailed and while driving, I feel disconnected from the game. This game has nothing realistic about it and it was a waste of $60 for me. Do not make the same mistake and buy the best racing program on the market, GRID 2!!! If you want the most fun driving realistically, use the Xbox 360 wireless speed wheel, with a great graphics card, in a pc!!! I have driven Forza 5 and the graphics on GRID 2 blow it away!!! Everyone must use a new graphics card, to really appreciate, the excellent graphics Codemasters coded into GRID 2!!!",A WASTE OF $60 DOLLARS AND I WANT MY MONEY BACK!!!!,1386720000,5,{'Format:': ' Video Game'},
1.0,True,"05 18, 2012",A1N74O00RAQOO2,B00178630A,TSCH,"Like many other people here, had waited an exorbitant amount of time for Blizzard to deliver this game. I thought they were making the game better (and the graphics and such appear stellar) but it now looks like they were just trying to force the online only platform during all the extra time and delays (I had it on order since 2010). I had hoped they would have learned from the Starcraft 2 debacle that people don't like the always on line games.  I travel a lot and don't always have an internet connection to play (like on long flights or in a building with no wireless reception and no wired connection)... they should have at least provided an option like Oblivion Skyrim (you need to be online to start the game... but then can be offline and your game needs to be saved locally until you play again online and the latest games can be synced with the Cloud).  Unfortunately, my interest to play this game was tempered so much by online only.. I am NOW returning the game and will buy something else... lots of other good games without online requirements still to play.",Have to be Online AT ALL TIMES. It pained me to return it,1337299200,21,{'Format:': ' Computer Game'},
1.0,True,"11 19, 2016",A4IGFBQRI22WI,B0002ZHDCG,Amazon Customer,Diffrent game.,ok,1479513600,,{'Platform:': ' PlayStation2'},
1.0,False,"09 24, 2013",AM3PBGE3QGD4A,B00B48QAQU,Zapix,"Purchased one these on June 11th. It did work, battery life was a lot longer than the standard Wii U battery... However... Here we are, Sept. 24th and the battery is completely dead. Tried charging it, but I get absolutely nothing. Tried removing it and putting it back in, no change. 100% dead. Warranty was only for 90 days... Well played, just after 90 days it's dead. Put the original battery back in, starts right up. I will not be buying a replacement, and I will be wary of Nyko batteries in the future.","Just after 3 months, it's completely dead",1379980800,,,
1.0,False,"10 4, 2009",A1GFEUIFSG0M6F,B001E8VB6O,Daniel,"The graphics and sound are good, but this game is just a button masher. Fighting consists of pressing the same two buttons again and again.",Button masher,1254614400,9,"{'Edition:': ' Standard', 'Platform:': ' PlayStation 3'}",
1.0,True,"12 15, 2013",A1ESFZ1IVGAQ4O,B000K9OR4Q,thepetrusz,"Having picked it up for 11 dollars i can't complain much, although the time i spent trying to complete the game, cannot be measured
in monetary value. It is priceless considering i could have done literally ANYTHING other than play this mess of a game.
First off, i only bought it on the merit that it is a PS3 exclusive and since i missed out on the early PS3 days, i decided to give it a try despite all the bad reviews.

I'm sad to report that those bad reviews have been incredibly generous to the game. I can't blame the early reviewers because in 2007 when the game originally came out - they were stuck with the motion controls (patch was released to allow analog controls since) and i highly doubt that with such, they were able to beat the first few levels of the game.
Even now in 2014, with the ability to control your dragon with analog sticks, a lot of actions and game mechanics rely on motion controls which you can't avoid using which eventually causes the game to crash and burn on into a rubble of its own problems that are abundant and absolutely ruin the experience.

Story:

Standard affair fantasy world with dragons with forgettable characters (save for the main character Rohn), by-the-numbers plot development, and a cheesy ending (i assume - because i will not waste another second trying to complete this game). Poor man's Lord of the Rings. Substitute the one ring for VOLCANOES (LOL) and you'll see just how every single aspect of this universe is watered down, laughable middle-earth.

Graphics:

For 2007, i have to imagine that the graphics were quite amazing. It was an early HD console game so by today's standards it looks quite rough around the edges. Can't complain too much though as good graphics don't always make a good game.

Controls:

Horrendous. Easily a gamebreaker in this case. I can't imagine paying full price for this when it was new, only to give up 20 minutes in, after finding the game is unplayable. With the new patch, it helps matters a little bit, but the motion stuff is still unavoidable.

Gameplay:

The control paragraph sums it up pretty much but i'd also like to add that the mission design is one of the most ill-advised, badly-executed and schizophrenic affairs i've ever had the displeasure of partaking in. First off, the game often contradicts itself, it can kill you on a whim, it can randomly decide you've failed a mission, the missions are reptitive and you'll very quickly get bored of maniacally tapping on X to make your dragon go faster and square to make your dragon shoot fire/ice. There are some laughable quick-time events as well that don't work half the time. Its a jumbled mess full of baffling design choices that makes you think the developers never made a game before. All in all, it can get intense and interesting but that makes up 10% of the missions you'll partake in with 90% being frustration, regret for buying this game and a huge desire to put the disc in a toaster.

Overall:

Glitchy, buggy, truly horrible experience that probably never went through quality testing.
As a matter of fact, if i ever meet the QA department responsible for this mess, i'll demand reprimands for wasted time and frustration i had to endure playing it.
A true relic and a testament of PS3's horrible start to life almost a decade ago. I'm thankful i missed out on console gaming during that time, otherwise i would have never picked up a controller again.","Horrible, frustrating experience. Would only recommend to my oldest enemies",1387065600,,,
1.0,True,"06 25, 2018",A7VTN24R25PGD,B013HSWF40,Wesley,"I had to return this because the sensor moves your cursor when you lift the mouse. This information is available in reviews and I was hoping it wasn't going to be that big a deal because I like this mouse's shape but the sensor ended up bothering me so much and I'm not quite sure why anyone in their right mind would use such a defective sensor in their mice especially considering that Razer makes plenty of mice with working sensors. Don't buy this. The whole point of getting a mouse like this is for sensor performance, mouse shape/comfort, and the buttons. This mouse gets a big fail in the sensor performance category.",This information is available in reviews and I was hoping it wasn't going to be that big a deal because I like this mouse's shape but the sensor ended up bothering ...,1529884800,,{'Style:': ' Mamba Chroma Tournament Edition (Wired)'},
1.0,True,"12 19, 2011",AT8V3JOZD3KWK,B0019MLWL4,volodoscope,"Ugliest, most uncontrollable game I've ever played. I'm happy I only paid $5 for it, I might as well throw it in trash.",This thing sucks as much as Comic Sans font,1324252800,,,
1.0,False,"12 8, 2003",A2C15YH59CSUM6,B0000A8VBZ,Amazon Customer,"why the violence??? oh yeah its the only way it will sell... this game crossed that line and deserves to be banned. besides it just plain sux and is way over rated ... if this is what the video game industry is going to be about, then I'm gonna retire my controller and this junky hardware called playstation 2!",PURE JUNK !!,1070841600,5,{'Platform:': ' PlayStation 2'},
1.0,False,"01 10, 2010",A1ZH4U4FITOLKF,B0019R2QSM,EyerishAngel,"My mom loves this show so we got it for New Year's Eve. While playing it we questioned some of the answers but just chalked it up to maybe we didn't really know the correct answer after all. Then we were asked questions we absolutely knew the answers. Who was the villain in Sleeping Beauty? According to the game it's the fairy but we all know it is the seamstress. My last straw was when my mom got to the million dollar question and it asked her to spell conscience. Well the correct answer according to the game was C-O-N-C-I-E-N-C-E. According to the dictionary there is no such word. Needless to say we returned the item and got a full refund.

So for those people who are ""having fun"" with this game the saying goes ""ignorance is bliss"".",Wrong Answers,1263081600,6,{'Platform:': ' Nintendo Wii'},
1.0,True,"03 1, 2014",A2P501XVUALQHN,B0094H8H7I,Matt Warner,"Controllers do not work, poorly constructed.  Plus you cannot save progress on the games you play.  If you are a game enthusiast I would reccomend buying a used Sega Genesis.",cheap crappy game system,1393632000,3,,
1.0,False,"11 7, 2014",A20DZX38KRBIT8,B009CZE5AA,Deimos,"Totally not worth it.  SO I played this for about an hour and I mostly bought it for thr multiplayer as the single layer I have seen in this and every call of doody has been abismal to non existant at best.  It's the same game as black op's with slightly better graphics, new cheap OP guns that one shot everyone with new maps....but again big whoop we don't need to pay activision 60$ a year for something that should be expansion packs not a full new game.  After the multiplayer frustrated me which didn't take long with the one shot guns and hackers I was done.  Waste of cash.",Call Of Doody....,1415318400,5,{'Format:': ' Video Game'},
1.0,False,"09 11, 2007",A1ZPB7M2DLKJAL,B000PS1HNQ,La Coccinelle,"I was really excited to get my hands on this newest expansion pack in the Sims 2 franchise.  Unfortunately, it didn't live up to my expectations.

I'm running Windows XP with more than one gigabyte of memory, which (according to the requirements on the box) should be more than enough.  It isn't.  I experienced the worst slow-down in loading times.  Even ""Pets"" wasn't this bad!  To load the game took nearly five minutes.  To load the neighbourhood took another five.  Then it was another couple of minutes to load a lot.  I thought that my custom content was perhaps slowing things down.  So I got rid of all of it.  I didn't notice any difference.  I can't imagine trying to run this expansion pack with the recommended minimum 512 megabytes of RAM.  I'm not sure the game would ever even load.

I took my Sims on two vacations.  For the first, I took a single woman to Twikkii Island.  I noticed how slow it was right away.  With all the other Sims wandering around these vacation lots, there's bound to be a bit of lag.  I had her visit the beach.  It rained and the gameplay grew even slower.  I had her visit some ancient ruins.  The game slowed almost to a stop when she encountered a hot springs (it must've been the steam animation).  It was just too much for my computer.  Plus, each time my Sim walked to another lot, there were more minutes of loading time.

For the second vacation, I took a couple and their child to the mountain vacation destination.  By this time, the loading times were really starting to annoy me.  I only had them visit one other lot, and I made the mistake of having the mother and daughter play on the log roll.  The mother got completely stuck, and I had to look up how to free her using the debugging tool.  A search of the BBS on the official site shows that I am not the only one to experience this problem.

I didn't bother having my Sims visit the Far East destination.  By the time I got my poor glitched family back from their vacation, I'd had enough.

The developers seem to be using their customers as beta testers.  That's fine if they tell you that.  But when I buy an expansion pack for my favourite game, I don't want to have to avoid certain gameplay experiences until a patch is released.  These issues - if they are as common as they appear to be - should have been addressed before the games were finalized and shipped.

I've uninstalled ""Bon Voyage"".  I'll go back to playing with the setup I had before.  And I'll seriously think twice before wasting my money on the next piece of memory-hogging garbage that's released under the Sims 2 brand.",Extremely slow and annoyingly glitchy,1189468800,75,,
1.0,False,"12 13, 2009",A2F51SIG80LQUI,B000YDIA78,Modulin,"This keyboard is a disappointment, if you are using it at daytime or with ANY kind of light in your room. You can't see the buttons since the backlight is too weak. Only in the real darkness of a gamer's room it is nicely lighted.
Therefore, if it had optional brighter backlight (such as for the WSAD-only setting), it would be OK overall, but like that - NO. Save your money for the Logitech version or any 20-buck standard keyboard.
More cons: The keys are loud when pushed; the touchpad for multimedia control can fire signals at random and start e.g. Media Player without your command. When starting the system, it does not always keep in mind whether to stay dark or backlit.

Only pro: The usb and Audiojacks at the keyboard.",DO NOT BUY if not for gaming-only,1260662400,5,{'Style:': ' Standard Edition'},
1.0,True,"10 31, 2017",A2KXGT14PF0554,B01B3E9DCW,DEF88,"As others have said, this cover is too tight & pushes the power button on. Also, since it is a tight, the cover will cause scratches over time due to the material being stretched over the glossy edges of the PS3. The material is a little rough & not soft as described.

Had to return.",Not functional,1509408000,,,
1.0,False,"04 15, 2010",AHOSQ1JH7PFCY,B00452VGZW,R. Parker,"Just don't buy C&C4.  The fans of this franchise have been horribly deceived by EA.  First by tossing the game elements that actually make a C&C game a C&C game and then by insisting that you maintain a broadband connection at all times to verify you are who you are.  I bought this game and never realized it needed a constant connection.  The writing on the box is small and out of the way.  The Gamestop clerk had to look twice even after I told her it was there.  Needless to say I took it back.  DRM is one thing.  Being chained to EA servers even when all I want is a quick skirmish is just unacceptable.

Don't buy this or any other game that requires a persistant internet connection. Lets show EA, Ubisoft, and the others who think this is the future how wrong they are.

Geez I've been so hyped for so long about this game only to be thrown to the ewoks.",Westwood where are you? Argh!,1271289600,5,{'Platform:': ' PC'},
1.0,False,"03 2, 2010",A3GCK9WUOI9LLL,B00269QLJ2,RunninWild,"Pros: Good graphics

Cons: Every possible thing you can think of that is not graphic related. Single player is short and a joke. It takes less than 5 hours of total game play on the hardest difficulty. There is no replay value like the first Modern Warfare provided. The online play is an absolute disaster. Every single online match is rampant with cheaters and connection problems. There is nothing you can do about a cheater. You can't ban cheaters or remove them from a game. If you are not the host of the game you can expect serious lag.

If I had purchased anything else for $60 and it performed like this product I would have received a full refund.",Worst PC purchase I've ever made,1267488000,,{'Format:': ' Video Game'},
1.0,False,"10 12, 2004",A3TZLMZVP5H5J4,B0002MPT6Q,Boz,"I really don't know what the hype is about. Bought the game, played the tutorial and all I ever do is fight Gauls, fight rebels, fight Gauls allied with rebels, rebels allied with Germania who are allied with Britannia who are allied with, thats right, the Gauls. Oooh Veni Vidi Vici. Yea Right!

  Senate missions consist of blockading one port after another very exhilirating. NOT. People get added to your retinue and they all have their special talents and points.  Where is my calculator so I can figure out what good they are to me with whatever leader they belong to, if indeed they serve that leader any good and if not I can move them to another leader or general if it works over there. Ooops didn't work lets see, if I take Procrasis the diplomat from General Falucha and give him to General blah blah blah.

  There is no sense of accomplishement other then winning ground and lets face it, all the fighting in the end amounts to a chaotic mad rush and fight to see who kills more. You really do need multiplayer to handle seige engines by one person and the dogs by another and the chariots and archers etc etc cause as a single player it aint gonna work so just end up piling all your troops on top of the other and usually if your numbers are greater you will win everytime. Stupid AI

This reminds me of all the hype of Tresspasser Jurassic Park, and how it would be non scripted and you could go everywhere and really feel immersed in that Island B world

  Well in the end the game was interesting for its concepts but scripted and dull, but if you went over to some fan forums it seemed like the game couldn't do no wrong and who the hell was anybody else to say otherwise.

So the people who give it 5 stars kinda puzzle me. Cant return the game so it has to be 5 stars? Cant admit that its not the end all and be all of the TW series so its gotta be good and the rest of us don't know how to play or our computer sucks, yada yada? Oh well, maybe there will be a WW2 Total War in the future.","Veni, Video, Somnambula.  I sat, I played, I fell asleep",1097539200,11,,
1.0,True,"06 15, 2014",A3SMWBV1QHQ3AA,B004NRN5DU,Chris,"Simply stated: this is the *worst* video game I have *ever* played.

I'm going to qualify that by saying that there's a lot of good stuff in this game. The visuals are nice, the loot is engaging, and most of the enemy models are decent. And once you get the hang of combat, that part of the game becomes enjoyable. And then you turn a corner and there's some ridiculously powerful enemy that is entirely out of place with what you've been facing and it will kill you before you can ask, ""What the !@*# is that thing?""

You die a lot in the game. That actually seems to be a large part of the design: finding increasingly annoying ways to kill the player character. It's incredibly frustrating because you lose all souls (the game's only currency) and any humanity you may have. This is somewhat mitigated by the fact that you have a chance (read: exactly ONE chance) to regain whatever you lost. If you die again before you make it back to your lost power, you lose it for good and you can only regain whatever you lost this time. Since whatever killed you is likely far too powerful at the moment, this pretty much means that you're pretty much screwed.

It also doesn't help that the souls you lose are incredibly invaluable. They're the games *only* currency. You use them to purchase stuff and you use them to level up. That's right: at any given moment you have exactly one choice with what you can do with the souls you have. You can either use them to level up, or you can use them to buy equipment or upgrade materials. Since you lose your souls A LOT, this makes progress very slow.

And you're completely screwed if you die in a boss fight. Boss fights are typically engaged in some closed off room you can't escape, which means you can't just run in and grab your lost power and run out to fight another day. In order to be able to use what you get back, you have to survive the fight. You can counter-cheat the game by turning off your console the moment you die, before the game has a chance to autosave the fact that it just screwed you over. The next time you play, you get reset back to just before the boss fight. You still die, but your lost power is now outside the boss zone and you can get it back. I don't know why this isn't the default, because it makes the boss fights that much more frustrating.

Bosses are all idiotically large, with massive weapons that can hit from forever away, and they all hit stupid hard. There are some bosses that even randomly explode with area damage just to screw you over even more. There's one boss that wields two massive cleavers that are each as wide as the room he's in, and he can use a two-weapon attack that's unblockable and usually results in instant death. There's another demon boss that's in a basement room which he also fills up, and he uses a massive force wave attack that can't be blocked and kills the player character in two hits or less, and if you manage to get behind him he'll slam his weapon into the ground to cause an explosion that hits the PC *through the boss*. There's a giant wolf boss that carries an even more giant sword in its mouth, moves several times faster than the useless PC, has 4-5x the attack reach, and can even execute a spin move that will hit you twice with enough damage to kill you every time. These are unbelievably frustrating battles that seem to be designed by sadists that hate the entirety of the gaming community.

It's made even worse by the jackassery of the controls. The controller is incredibly unresponsive. Sometimes it can take a full second for the button you just pushed to actually register. A full second is enough time for you to die.

Even you manage to get your attack button pressed early enough, the animations are ridiculous. Want to swing that massive claymore? It'll take a while because you have to recover from swinging it or thrusting or whatever. But what about this light and nimble and supposedly faster scimitar? Nope, still takes a while because... erm... well... OH YEAH! You have to cock your arm first, and THEN you can swing at the enemy!! Most enemies will use the moment between you start an attack and when it should actually connect to start their own attack, which will usually connect first somehow. Even if your attack connects first, it won't interrupt most enemies unless it outright kills them, and their attack will still connect. And then you die. Again.

OK, how about just running away? That'll take a while too, seeing as how the PC has to lumber up to speed, even when unencumbered. And there's no ""sprint"". The jerk just kind of half-ass jogs along. Almost every enemy in the game can move faster, even if you've unequipped everything to lower your weight. Try to run away and they'll just catch up to you and back-attack you with their super-fast attacks that can hit you even when you're fleeing. And then you die. Again.

And if you try to dodge? Woah! It doesn't seem to matter what direction you hold the stick in, sometimes the PC will randomly dodge TOWARD the thing you're trying to get away from. And then you die. Again.

And the camera seems to somehow be a corporeal thing that tethers your character to the world. It will get stuck on various pieces of the environment and will whip around, completely changing the direction your character is facing, even if you've locked onto a target in combat or are trying to walk carefully across some narrow plank in an aerial environment. And then you die. Again.

Sometimes the uber-massive bosses can get between the camera and PC, resulting in the character not being able to move because the *camera* is stuck. This will happen even when you're in a big open space with no physical obstacles, and will prevent you from being able to get away from the boss' massive-damage-dealing attack. And then you die. Again.

I have NO idea how this game made it to market after playtesting. The developers must have taken what little positive feedback the playtesters could have given the game and removed those elements, as if to say that yes, they can in fact make the game worse. Either that, or the playtesters were all a bunch of brain-dead masochists who somehow think this is game actually represents a ""challenge"" instead of a straight-up ""screw you"" to the player.

This game will make you want to throw your controller, the console, and probably even your entire gaming setup including the chair out a very high window. The crash you'd hear is probably the only satisfying thing you can get out of this garbage. There was potential there, at some point, but the game's creators squandered all of that by utterly failing to understand the concept of ""reasonable challenge.""

I'm a completionist. I've played truly difficult games on their hardest settings just to get the achievements, because that's what I like to do. I'm not a hardcore gamer, but even so difficulty is not a thing for me. But this game isn't difficult. It's just asinine. But I'll probably still complete it through whatever twisted achievement-gobbling OCD I have. But to borrow a line from a movie, ""this will not be over quickly; I will not enjoy this.""

Save your money. Buy something else.",Why?,1402790400,8,{'Format:': ' Video Game'},
1.0,True,"12 14, 2016",A1EAWGI6GTNSTV,B00S674UQE,The One,"Worked for a while but sometimes it won't work and sometimes it does. Very annoying, I don't want to go through the hassle of returning it, Id say just buy one from best buy instead.","Sometimes works, sometimes doesn't, very annoying",1481673600,,,
